
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
🏁 [Epoch 4] Завершена! Суммарный лосс: 37.3692 (BPR: 34.1486, Sem: 3.2206)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1363), ('recall@50', 0.3114), ('ndcg@10', 0.1021), ('ndcg@50', 0.1494)])
   [Epoch 5] batch 50/172 | Loss: 0.2149 (BPR: 0.1965, Sem: 0.0184)
   [Epoch 5] batch 100/172 | Loss: 0.2049 (BPR: 0.1865, Sem: 0.0184)
   [Epoch 5] batch 150/172 | Loss: 0.2099 (BPR: 0.1912, Sem: 0.0187)
🏁 [Epoch 5] Завершена! Суммарный лосс: 37.0161 (BPR: 33.8119, Sem: 3.2042)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1365), ('recall@50', 0.3127), ('ndcg@10', 0.1022), ('ndcg@50', 0.1497)])
   [Epoch 6] batch 50/172 | Loss: 0.2192 (BPR: 0.2008, Sem: 0.0184)
   [Epoch 6] batch 100/172 | Loss: 0.2186 (BPR: 0.2001, Sem: 0.0184)
   [Epoch 6] batch 150/172 | Loss: 0.2180 (BPR: 0.1993, Sem: 0.0187)
🏁 [Epoch 6] Завершена! Суммарный лосс: 36.5970 (BPR: 33.4054, Sem: 3.1916)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1365), ('recall@50', 0.3115), ('ndcg@10', 0.1021), ('ndcg@50', 0.1494)])
   [Epoch 7] batch 50/172 | Loss: 0.2242 (BPR: 0.2055, Sem: 0.0186)
   [Epoch 7] batch 100/172 | Loss: 0.1935 (BPR: 0.1756, Sem: 0.0179)
   [Epoch 7] batch 150/172 | Loss: 0.2080 (BPR: 0.1899, Sem: 0.0181)
🏁 [Epoch 7] Завершена! Суммарный лосс: 36.0859 (BPR: 32.9049, Sem: 3.1810)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1375), ('recall@50', 0.3116), ('ndcg@10', 0.1027), ('ndcg@50', 0.1497)])
   [Epoch 8] batch 50/172 | Loss: 0.1994 (BPR: 0.1811, Sem: 0.0183)
   [Epoch 8] batch 100/172 | Loss: 0.2114 (BPR: 0.1933, Sem: 0.0181)
   [Epoch 8] batch 150/172 | Loss: 0.1861 (BPR: 0.1688, Sem: 0.0173)
🏁 [Epoch 8] Завершена! Суммарный лосс: 35.4890 (BPR: 32.3162, Sem: 3.1728)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1372), ('recall@50', 0.3141), ('ndcg@10', 0.1028), ('ndcg@50', 0.1505)])
   [Epoch 9] batch 50/172 | Loss: 0.1905 (BPR: 0.1726, Sem: 0.0179)
   [Epoch 9] batch 100/172 | Loss: 0.2313 (BPR: 0.2120, Sem: 0.0193)
   [Epoch 9] batch 150/172 | Loss: 0.2011 (BPR: 0.1823, Sem: 0.0188)
🏁 [Epoch 9] Завершена! Суммарный лосс: 35.1034 (BPR: 31.9364, Sem: 3.1670)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1393), ('recall@50', 0.315), ('ndcg@10', 0.1036), ('ndcg@50', 0.1511)])
   [Epoch 10] batch 50/172 | Loss: 0.2114 (BPR: 0.1919, Sem: 0.0195)
   [Epoch 10] batch 100/172 | Loss: 0.1999 (BPR: 0.1816, Sem: 0.0183)
   [Epoch 10] batch 150/172 | Loss: 0.1918 (BPR: 0.1736, Sem: 0.0182)
🏁 [Epoch 10] Завершена! Суммарный лосс: 34.3474 (BPR: 31.1853, Sem: 3.1621)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1415), ('recall@50', 0.3192), ('ndcg@10', 0.1049), ('ndcg@50', 0.153)])
   [Epoch 11] batch 50/172 | Loss: 0.1838 (BPR: 0.1650, Sem: 0.0188)
   [Epoch 11] batch 100/172 | Loss: 0.1853 (BPR: 0.1675, Sem: 0.0178)
   [Epoch 11] batch 150/172 | Loss: 0.2074 (BPR: 0.1882, Sem: 0.0191)
🏁 [Epoch 11] Завершена! Суммарный лосс: 33.9249 (BPR: 30.7676, Sem: 3.1573)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1473), ('recall@50', 0.3277), ('ndcg@10', 0.1076), ('ndcg@50', 0.1563)])
   [Epoch 12] batch 50/172 | Loss: 0.1785 (BPR: 0.1609, Sem: 0.0177)
   [Epoch 12] batch 100/172 | Loss: 0.1963 (BPR: 0.1783, Sem: 0.0180)
   [Epoch 12] batch 150/172 | Loss: 0.1836 (BPR: 0.1650, Sem: 0.0186)
🏁 [Epoch 12] Завершена! Суммарный лосс: 33.0217 (BPR: 29.8691, Sem: 3.1526)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1574), ('recall@50', 0.3397), ('ndcg@10', 0.1131), ('ndcg@50', 0.1624)])
   [Epoch 13] batch 50/172 | Loss: 0.1791 (BPR: 0.1611, Sem: 0.0180)
   [Epoch 13] batch 100/172 | Loss: 0.1834 (BPR: 0.1653, Sem: 0.0181)
   [Epoch 13] batch 150/172 | Loss: 0.1758 (BPR: 0.1573, Sem: 0.0184)
🏁 [Epoch 13] Завершена! Суммарный лосс: 32.1775 (BPR: 29.0286, Sem: 3.1489)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1651), ('recall@50', 0.3523), ('ndcg@10', 0.1177), ('ndcg@50', 0.1687)])
   [Epoch 14] batch 50/172 | Loss: 0.1793 (BPR: 0.1611, Sem: 0.0182)
   [Epoch 14] batch 100/172 | Loss: 0.1844 (BPR: 0.1668, Sem: 0.0177)
   [Epoch 14] batch 150/172 | Loss: 0.1776 (BPR: 0.1594, Sem: 0.0182)
🏁 [Epoch 14] Завершена! Суммарный лосс: 31.3401 (BPR: 28.1944, Sem: 3.1457)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1708), ('recall@50', 0.3637), ('ndcg@10', 0.1221), ('ndcg@50', 0.1752)])
   [Epoch 15] batch 50/172 | Loss: 0.1868 (BPR: 0.1684, Sem: 0.0184)
   [Epoch 15] batch 100/172 | Loss: 0.1848 (BPR: 0.1663, Sem: 0.0185)
   [Epoch 15] batch 150/172 | Loss: 0.1822 (BPR: 0.1633, Sem: 0.0188)
🏁 [Epoch 15] Завершена! Суммарный лосс: 30.5696 (BPR: 27.4279, Sem: 3.1418)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1755), ('recall@50', 0.3732), ('ndcg@10', 0.1264), ('ndcg@50', 0.1811)])
   [Epoch 16] batch 50/172 | Loss: 0.1676 (BPR: 0.1492, Sem: 0.0185)
   [Epoch 16] batch 100/172 | Loss: 0.1751 (BPR: 0.1565, Sem: 0.0186)
   [Epoch 16] batch 150/172 | Loss: 0.1801 (BPR: 0.1611, Sem: 0.0190)
🏁 [Epoch 16] Завершена! Суммарный лосс: 29.4365 (BPR: 26.2973, Sem: 3.1392)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1794), ('recall@50', 0.3807), ('ndcg@10', 0.1295), ('ndcg@50', 0.1851)])
   [Epoch 17] batch 50/172 | Loss: 0.1580 (BPR: 0.1400, Sem: 0.0180)
   [Epoch 17] batch 100/172 | Loss: 0.1694 (BPR: 0.1510, Sem: 0.0184)
   [Epoch 17] batch 150/172 | Loss: 0.1761 (BPR: 0.1578, Sem: 0.0183)
🏁 [Epoch 17] Завершена! Суммарный лосс: 28.6916 (BPR: 25.5540, Sem: 3.1375)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1819), ('recall@50', 0.386), ('ndcg@10', 0.1318), ('ndcg@50', 0.1881)])
   [Epoch 18] batch 50/172 | Loss: 0.1631 (BPR: 0.1450, Sem: 0.0181)
   [Epoch 18] batch 100/172 | Loss: 0.1521 (BPR: 0.1339, Sem: 0.0182)
   [Epoch 18] batch 150/172 | Loss: 0.1609 (BPR: 0.1425, Sem: 0.0185)
🏁 [Epoch 18] Завершена! Суммарный лосс: 27.8926 (BPR: 24.7577, Sem: 3.1349)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1857), ('recall@50', 0.3881), ('ndcg@10', 0.135), ('ndcg@50', 0.1908)])
   [Epoch 19] batch 50/172 | Loss: 0.1623 (BPR: 0.1445, Sem: 0.0178)
   [Epoch 19] batch 100/172 | Loss: 0.1594 (BPR: 0.1419, Sem: 0.0175)
   [Epoch 19] batch 150/172 | Loss: 0.1716 (BPR: 0.1531, Sem: 0.0185)
🏁 [Epoch 19] Завершена! Суммарный лосс: 27.7306 (BPR: 24.5976, Sem: 3.1330)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1879), ('recall@50', 0.3915), ('ndcg@10', 0.1373), ('ndcg@50', 0.1935)])
   [Epoch 20] batch 50/172 | Loss: 0.1503 (BPR: 0.1315, Sem: 0.0188)
   [Epoch 20] batch 100/172 | Loss: 0.1571 (BPR: 0.1380, Sem: 0.0191)
   [Epoch 20] batch 150/172 | Loss: 0.1400 (BPR: 0.1224, Sem: 0.0176)
🏁 [Epoch 20] Завершена! Суммарный лосс: 26.6429 (BPR: 23.5130, Sem: 3.1299)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1894), ('recall@50', 0.3932), ('ndcg@10', 0.1386), ('ndcg@50', 0.1948)])
   [Epoch 21] batch 50/172 | Loss: 0.1537 (BPR: 0.1360, Sem: 0.0177)
   [Epoch 21] batch 100/172 | Loss: 0.1346 (BPR: 0.1172, Sem: 0.0175)
   [Epoch 21] batch 150/172 | Loss: 0.1418 (BPR: 0.1233, Sem: 0.0185)
🏁 [Epoch 21] Завершена! Суммарный лосс: 26.4429 (BPR: 23.3158, Sem: 3.1270)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1885), ('recall@50', 0.395), ('ndcg@10', 0.1383), ('ndcg@50', 0.1955)])
   [Epoch 22] batch 50/172 | Loss: 0.1422 (BPR: 0.1241, Sem: 0.0181)
   [Epoch 22] batch 100/172 | Loss: 0.1528 (BPR: 0.1343, Sem: 0.0185)
   [Epoch 22] batch 150/172 | Loss: 0.1527 (BPR: 0.1345, Sem: 0.0182)
🏁 [Epoch 22] Завершена! Суммарный лосс: 25.9495 (BPR: 22.8255, Sem: 3.1240)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1914), ('recall@50', 0.3954), ('ndcg@10', 0.1403), ('ndcg@50', 0.1969)])
   [Epoch 23] batch 50/172 | Loss: 0.1393 (BPR: 0.1209, Sem: 0.0184)
   [Epoch 23] batch 100/172 | Loss: 0.1430 (BPR: 0.1245, Sem: 0.0185)
   [Epoch 23] batch 150/172 | Loss: 0.1463 (BPR: 0.1281, Sem: 0.0182)
🏁 [Epoch 23] Завершена! Суммарный лосс: 25.3787 (BPR: 22.2574, Sem: 3.1213)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1926), ('recall@50', 0.3969), ('ndcg@10', 0.1411), ('ndcg@50', 0.1979)])
   [Epoch 24] batch 50/172 | Loss: 0.1499 (BPR: 0.1308, Sem: 0.0191)
   [Epoch 24] batch 100/172 | Loss: 0.1390 (BPR: 0.1214, Sem: 0.0176)
   [Epoch 24] batch 150/172 | Loss: 0.1404 (BPR: 0.1226, Sem: 0.0177)
🏁 [Epoch 24] Завершена! Суммарный лосс: 25.2327 (BPR: 22.1143, Sem: 3.1184)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1935), ('recall@50', 0.3984), ('ndcg@10', 0.1418), ('ndcg@50', 0.1989)])
   [Epoch 25] batch 50/172 | Loss: 0.1432 (BPR: 0.1250, Sem: 0.0182)
   [Epoch 25] batch 100/172 | Loss: 0.1449 (BPR: 0.1268, Sem: 0.0181)
   [Epoch 25] batch 150/172 | Loss: 0.1545 (BPR: 0.1368, Sem: 0.0177)
🏁 [Epoch 25] Завершена! Суммарный лосс: 24.9306 (BPR: 21.8153, Sem: 3.1154)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1947), ('recall@50', 0.3994), ('ndcg@10', 0.1424), ('ndcg@50', 0.1994)])
   [Epoch 26] batch 50/172 | Loss: 0.1317 (BPR: 0.1140, Sem: 0.0177)
   [Epoch 26] batch 100/172 | Loss: 0.1423 (BPR: 0.1249, Sem: 0.0174)
   [Epoch 26] batch 150/172 | Loss: 0.1395 (BPR: 0.1213, Sem: 0.0181)
🏁 [Epoch 26] Завершена! Суммарный лосс: 24.4934 (BPR: 21.3806, Sem: 3.1127)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1954), ('recall@50', 0.4001), ('ndcg@10', 0.144), ('ndcg@50', 0.201)])
   [Epoch 27] batch 50/172 | Loss: 0.1434 (BPR: 0.1253, Sem: 0.0180)
   [Epoch 27] batch 100/172 | Loss: 0.1312 (BPR: 0.1127, Sem: 0.0185)
   [Epoch 27] batch 150/172 | Loss: 0.1507 (BPR: 0.1330, Sem: 0.0177)
🏁 [Epoch 27] Завершена! Суммарный лосс: 24.2822 (BPR: 21.1727, Sem: 3.1095)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1949), ('recall@50', 0.4008), ('ndcg@10', 0.1448), ('ndcg@50', 0.2021)])
   [Epoch 28] batch 50/172 | Loss: 0.1407 (BPR: 0.1220, Sem: 0.0187)
   [Epoch 28] batch 100/172 | Loss: 0.1431 (BPR: 0.1250, Sem: 0.0182)
